Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Unknown,described parts,fawn carcass,,1,,0,,0,1875,summer,September,11,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,described parts,fawn ribs,,1,,0,,0,1875,summer,September,11,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught four,3 to 5,1,,0,,0,1875,summer,September,12,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught one,1,1,,0,,0,1875,summer,September,12,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught two,2,1,,0,,0,1875,summer,September,12,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,described parts,fur,,1,,0,,0,1875,summer,September,12,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,cabin,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
,,,,0,,1,went to cabin for supplies,0,1875,summer,September,12,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,cabin,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,assumption,hunt,,1,,0,,0,1875,summer,September,12,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,camp,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught four,3 to 5,1,,0,,0,1875,summer,September,13,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,described parts,skin,1,1,,0,,0,1875,summer,September,13,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,assumption,hunt antelope,Unknown,1,,0,,0,1875,summer,September,13,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",assumption,hunt deer,Unknown,1,,0,,0,1875,summer,September,13,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,observed animal,band,30 to 100,1,,0,,0,1875,summer,September,13,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
,,,,0,got nothing,0,,0,1875,summer,September,13,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught one,1,1,,0,,0,1875,summer,September,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught three,3 to 5,1,,0,,0,1875,summer,September,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,described parts,tallow (tails?),1,1,,0,,0,1875,summer,September,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,described parts,tallow (tails?),1,1,,0,,0,1875,summer,September,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",observed animal,five,Less than 10,1,,0,,0,1875,summer,September,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",killed animal,six point buck,Less than 10,1,,0,,0,1875,summer,September,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",described parts,buck carcass,Less than 10,1,,0,,0,1875,summer,September,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught three,3 to 5,1,,0,,0,1875,summer,September,15,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught one,1,1,,0,,0,1875,summer,September,15,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
,,,,0,no fur,0,,0,1875,summer,September,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,assumption,hunt,,1,,0,,0,1875,summer,September,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the Teton,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,observed animal,buck,,1,,0,,0,1875,summer,September,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the Teton,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,killed animal,buck,,1,,0,,0,1875,summer,September,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the Teton,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,described parts,buck carcass,,1,,0,,0,1875,summer,September,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the Teton,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",observed animal,two,Less than 10,1,,0,,0,1875,summer,September,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,return back down Teton to camp,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,assumption,set traps in new places,,1,,0,,0,1875,summer,September,17,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught three,3 to 5,1,,0,,0,1875,summer,September,18,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught one,1,1,,0,,0,1875,summer,September,18,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",killed animal,"large fat buck, 7 points",Less than 10,1,,0,,0,1875,summer,September,18,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught four,3 to 5,1,,0,,0,1875,summer,September,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",described parts,part of buck carcass,Less than 10,1,,0,,0,1875,summer,September,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,cabin,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Bison,assumption,got thrue (thru) this wasy to buffalo,Unknown,1,,0,,1,1875,summer,September,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,go through this way for buffalo,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught two,2,1,,0,,0,1875,summer,September,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,assumption,hunt antelope,Unknown,1,,0,,0,1875,summer,September,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,observed animal,band of 14,10 to 30,1,,0,,0,1875,summer,September,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,killed animal,"large, very fat doe",Less than 10,1,,0,,0,1875,summer,September,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,described parts,doe insides,Less than 10,1,,0,,0,1875,summer,September,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",assumption,hunt,Unknown,1,,0,,0,1875,summer,September,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",observed animal,,Less than 10,1,,0,,0,1875,summer,September,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught three,3 to 5,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught one,1,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,described parts,doe carcass,Less than 10,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,observed animal,band of six,Less than 10,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,attempted to kill,missed the meat,Less than 10,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Unknown,described parts,meat,,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,described parts,tallow (tails?),1,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",observed animal,two,Less than 10,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",observed animal,two,Less than 10,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
"Deer, unspecified",general observation,coming down from mountains,Unknown,1,,0,,0,1875,summer,September,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Otter,killed animal,caught very large,1,1,,0,,0,1875,summer,September,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught two,2,1,,0,,0,1875,summer,September,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught two,2,1,,0,,0,1875,summer,September,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
,,,,0,I saw nothing,0,,0,1875,summer,September,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the Teton River,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,killed animal,large buck,Less than 10,1,,0,,0,1875,summer,September,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the North Fork of the Snake River,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Pronghorn,observed animal,band of six,Less than 10,1,,0,,0,1875,summer,September,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the North Fork of the Snake River,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught two,2,1,,0,,0,1875,summer,September,24,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Mink,killed animal,caught one,1,1,,0,,0,1875,summer,September,24,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,killed animal,caught two,2,1,,0,,0,1875,summer,September,25,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
